"year","state","ideology","total"
2013,"California","Neo-Nazi",8
2013,"California","Racist Skinhead",11
2013,"California","Radical Traditional Catholicism",2
2013,"California","White Nationalist",10
2013,"California",NA,7
2013,"Colorado","Anti-LGBTQ",4
2013,"Colorado","Anti-Muslim",1
2013,"Colorado","Christian Identity",1
2013,"Colorado","General Hate",2
2013,"Colorado","Hate Music",1
2013,"Colorado","Ku Klux Klan",2
2013,"Colorado","Neo-Nazi",2
2013,"Colorado","Racist Skinhead",2
2013,"Colorado","White Nationalist",1
2013,"Colorado",NA,1
2013,"Connecticut","Ku Klux Klan",1
2013,"Connecticut","Neo-Nazi",2
2013,"Connecticut","White Nationalist",1
2013,"Connecticut",NA,1
2013,"Delaware","Ku Klux Klan",1
2013,"Delaware","Neo-Nazi",2
2013,"Delaware",NA,1
2013,"District of Columbia","Anti-Immigrant",1
2013,"District of Columbia","Anti-LGBTQ",3
2013,"District of Columbia","Anti-Muslim",1
2013,"District of Columbia","General Hate",3
2013,"District of Columbia","Holocaust Denial",1
2013,"District of Columbia","White Nationalist",2
2013,"District of Columbia",NA,4
2013,"Florida","Anti-LGBTQ",3
2013,"Florida","Anti-Muslim",3
2013,"Florida","General Hate",6
2013,"Florida","Holocaust Denial",1
2013,"Florida","Ku Klux Klan",7
2013,"Florida","Neo-Confederate",3
2013,"Florida","Neo-Nazi",6
2013,"Florida","Racist Skinhead",10
2013,"Florida","Radical Traditional Catholicism",1
2013,"Florida","White Nationalist",8
2013,"Florida",NA,10
2013,"Georgia","Anti-LGBTQ",2
2013,"Georgia","Anti-Muslim",2
2013,"Georgia","Christian Identity",1
2013,"Georgia","General Hate",14
2013,"Georgia","Ku Klux Klan",10
2013,"Georgia","Neo-Confederate",4
2013,"Georgia","Neo-Nazi",5
2013,"Georgia","Racist Skinhead",1
2013,"Georgia","White Nationalist",5
2013,"Georgia",NA,6
2013,"Idaho","Christian Identity",1
2013,"Idaho","Holocaust Denial",2
2013,"Idaho","Neo-Nazi",2
2013,"Idaho","Racist Skinhead",2
2013,"Idaho","White Nationalist",2
2013,"Illinois","Anti-LGBTQ",4
2013,"Illinois","Christian Identity",1
2013,"Illinois","Ku Klux Klan",6
2013,"Illinois","Neo-Nazi",3
2013,"Illinois","Racist Skinhead",3
2013,"Illinois","White Nationalist",1
2013,"Illinois",NA,5
2013,"Indiana","Christian Identity",9
2013,"Indiana","Ku Klux Klan",6
2013,"Indiana","Neo-Confederate",1
2013,"Indiana","Neo-Nazi",2
2013,"Indiana","Neo-Völkisch",1
2013,"Indiana","Racist Skinhead",2
2013,"Indiana","Radical Traditional Catholicism",1
2013,"Indiana","White Nationalist",3
2013,"Indiana",NA,1
2013,"Iowa","Ku Klux Klan",3
2013,"Iowa","Neo-Nazi",1
2013,"Iowa","Racist Skinhead",1
2013,"Kansas","Anti-LGBTQ",1
2013,"Kansas","Ku Klux Klan",1
2013,"Kansas","Neo-Nazi",1
2013,"Kansas","Racist Skinhead",2
2013,"Kentucky","Christian Identity",2
2013,"Kentucky","Ku Klux Klan",4
2013,"Kentucky","Neo-Confederate",2
2013,"Kentucky","Neo-Nazi",1
2013,"Kentucky","Racist Skinhead",3
2013,"Kentucky","White Nationalist",2
2013,"Kentucky",NA,1
2013,"Louisiana","Christian Identity",1
2013,"Louisiana","General Hate",1
2013,"Louisiana","Ku Klux Klan",4
2013,"Louisiana","Neo-Confederate",1
2013,"Louisiana","Neo-Nazi",5
2013,"Louisiana","Racist Skinhead",2
2013,"Louisiana","White Nationalist",5
2013,"Louisiana",NA,1
2013,"Maine","Ku Klux Klan",1
2013,"Maine","Neo-Nazi",1
2013,"Maryland","General Hate",1
2013,"Maryland","Hate Music",1
2013,"Maryland","Ku Klux Klan",2
2013,"Maryland","Neo-Confederate",2
2013,"Maryland","Neo-Nazi",2
2013,"Maryland","Racist Skinhead",3
2013,"Maryland","White Nationalist",2
2013,"Maryland",NA,2
2013,"Massachusetts","Anti-LGBTQ",2
2013,"Massachusetts","General Hate",1
2013,"Massachusetts","Ku Klux Klan",1
2013,"Massachusetts","Neo-Nazi",2
2013,"Massachusetts","Racist Skinhead",1
2013,"Massachusetts","White Nationalist",3
2013,"Massachusetts",NA,2
2013,"Michigan","Anti-LGBTQ",1
2013,"Michigan","Christian Identity",1
2013,"Michigan","Ku Klux Klan",3
2013,"Michigan","Neo-Nazi",4
2013,"Michigan","Neo-Völkisch",1
2013,"Michigan","Racist Skinhead",4
2013,"Michigan","White Nationalist",2
2013,"Michigan",NA,2
2013,"Minnesota","Anti-LGBTQ",2
2013,"Minnesota","Christian Identity",1
2013,"Minnesota","Ku Klux Klan",1
2013,"Minnesota","Neo-Nazi",1
2013,"Minnesota","Racist Skinhead",1
2013,"Minnesota","Radical Traditional Catholicism",1
2013,"Minnesota",NA,1
2013,"Mississippi","Anti-LGBTQ",1
2013,"Mississippi","Ku Klux Klan",11
2013,"Mississippi","Neo-Confederate",3
2013,"Mississippi","Neo-Nazi",1
2013,"Mississippi","Racist Skinhead",1
2013,"Mississippi","White Nationalist",3
2013,"Mississippi",NA,2
2013,"Missouri","Anti-Muslim",1
2013,"Missouri","Christian Identity",2
2013,"Missouri","General Hate",1
2013,"Missouri","Ku Klux Klan",5
2013,"Missouri","Neo-Confederate",2
2013,"Missouri","Neo-Nazi",3
2013,"Missouri","Racist Skinhead",3
2013,"Missouri","White Nationalist",3
2013,"Missouri",NA,3
2013,"Montana","Ku Klux Klan",1
2013,"Montana","Neo-Nazi",3
2013,"Montana","White Nationalist",4
2013,"Nebraska","Christian Identity",1
2013,"Nebraska","Ku Klux Klan",1
2013,"Nebraska","Neo-Nazi",3
2013,"Nebraska","Racist Skinhead",2
2013,"Nebraska",NA,2
2013,"Nevada","General Hate",1
2013,"Nevada","Ku Klux Klan",1
2013,"Nevada","Neo-Nazi",2
2013,"Nevada","Racist Skinhead",1
2013,"Nevada","White Nationalist",2
2013,"Nevada",NA,1
2013,"New Hampshire","Ku Klux Klan",1
2013,"New Hampshire","Neo-Nazi",2
2013,"New Hampshire","Racist Skinhead",1
2013,"New Hampshire","Radical Traditional Catholicism",2
2013,"New Hampshire","White Nationalist",1
2013,"New Jersey","Hate Music",1
2013,"New Jersey","Ku Klux Klan",1
2013,"New Jersey","Neo-Nazi",9
2013,"New Jersey","Racist Skinhead",23
2013,"New Jersey","White Nationalist",3
2013,"New Jersey",NA,7
2013,"New Mexico","Christian Identity",1
2013,"New Mexico","General Hate",2
2013,"New Mexico","Ku Klux Klan",2
2013,"New Mexico","Racist Skinhead",1
2013,"New York","Anti-Immigrant",1
2013,"New York","Anti-LGBTQ",2
2013,"New York","Anti-Muslim",9
2013,"New York","General Hate",3
2013,"New York","Holocaust Denial",1
2013,"New York","Ku Klux Klan",2
2013,"New York","Neo-Nazi",2
2013,"New York","Racist Skinhead",3
2013,"New York","Radical Traditional Catholicism",3
2013,"New York","White Nationalist",10
2013,"New York",NA,6
2013,"North Carolina","Anti-Immigrant",1
2013,"North Carolina","Anti-LGBTQ",1
2013,"North Carolina","Anti-Muslim",2
2013,"North Carolina","Ku Klux Klan",10
2013,"North Carolina","Neo-Confederate",2
2013,"North Carolina","Neo-Nazi",3
2013,"North Carolina","Racist Skinhead",3
2013,"North Carolina","White Nationalist",3
2013,"North Carolina",NA,8
2013,"North Dakota","White Nationalist",1
2013,"Ohio","Anti-LGBTQ",1
2013,"Ohio","Christian Identity",2
2013,"Ohio","General Hate",2
2013,"Ohio","Hate Music",1
2013,"Ohio","Ku Klux Klan",5
2013,"Ohio","Neo-Nazi",6
2013,"Ohio","Racist Skinhead",5
2013,"Ohio","Radical Traditional Catholicism",1
2013,"Ohio","White Nationalist",4
2013,"Ohio",NA,4
2013,"Oklahoma","Anti-LGBTQ",1
2013,"Oklahoma","General Hate",1
2013,"Oklahoma","Ku Klux Klan",4
2013,"Oklahoma","Neo-Confederate",1
2013,"Oklahoma","Neo-Nazi",2
2013,"Oklahoma","Racist Skinhead",2
2013,"Oklahoma","White Nationalist",1
2013,"Oklahoma",NA,5
2013,"Oregon","Christian Identity",1
2013,"Oregon","General Hate",1
2013,"Oregon","Neo-Nazi",1
2013,"Oregon","Racist Skinhead",1
2013,"Oregon","White Nationalist",3
2013,"Oregon",NA,2
2013,"Pennsylvania","Anti-LGBTQ",1
2013,"Pennsylvania","Anti-Muslim",1
2013,"Pennsylvania","Christian Identity",1
2013,"Pennsylvania","General Hate",2
2013,"Pennsylvania","Hate Music",1
2013,"Pennsylvania","Holocaust Denial",1
2013,"Pennsylvania","Ku Klux Klan",6
2013,"Pennsylvania","Neo-Nazi",3
2013,"Pennsylvania","Racist Skinhead",8
2013,"Pennsylvania","Radical Traditional Catholicism",3
2013,"Pennsylvania","White Nationalist",4
2013,"Pennsylvania",NA,10
2013,"Rhode Island","Ku Klux Klan",1
2013,"Rhode Island","Neo-Nazi",1
2013,"Rhode Island","Neo-Völkisch",1
2013,"South Carolina","Anti-LGBTQ",1
2013,"South Carolina","Ku Klux Klan",3
2013,"South Carolina","Neo-Confederate",4
2013,"South Carolina","Neo-Nazi",4
2013,"South Carolina","Racist Skinhead",3
2013,"South Carolina","White Nationalist",4
2013,"South Carolina",NA,1
2013,"South Dakota","General Hate",1
2013,"South Dakota","Neo-Nazi",1
2013,"South Dakota","Racist Skinhead",1
2013,"Tennessee","Anti-Muslim",3
2013,"Tennessee","Christian Identity",4
2013,"Tennessee","General Hate",1
2013,"Tennessee","Ku Klux Klan",11
2013,"Tennessee","Neo-Confederate",3
2013,"Tennessee","Neo-Nazi",4
2013,"Tennessee","Racist Skinhead",2
2013,"Tennessee","White Nationalist",5
2013,"Tennessee",NA,4
2013,"Texas","Anti-LGBTQ",1
2013,"Texas","Christian Identity",3
2013,"Texas","General Hate",2
2013,"Texas","Hate Music",1
2013,"Texas","Holocaust Denial",1
2013,"Texas","Ku Klux Klan",21
2013,"Texas","Neo-Confederate",2
2013,"Texas","Neo-Nazi",5
2013,"Texas","Racist Skinhead",6
2013,"Texas","White Nationalist",8
2013,"Texas",NA,7
2013,"Utah","General Hate",1
2013,"Utah","Ku Klux Klan",1
2013,"Utah","Neo-Nazi",3
2013,"Utah","Racist Skinhead",1
2013,"Vermont","Ku Klux Klan",1
2013,"Vermont","Neo-Nazi",2
2013,"Vermont","Racist Skinhead",1
2013,"Virginia","Anti-Immigrant",1
2013,"Virginia","Anti-Muslim",2
2013,"Virginia","Christian Identity",1
2013,"Virginia","Ku Klux Klan",4
2013,"Virginia","Neo-Confederate",1
2013,"Virginia","Neo-Nazi",4
2013,"Virginia","Racist Skinhead",2
2013,"Virginia","Radical Traditional Catholicism",2
2013,"Virginia","White Nationalist",6
2013,"Virginia",NA,2
2013,"Washington","Anti-Muslim",1
2013,"Washington","Christian Identity",1
2013,"Washington","Neo-Nazi",3
2013,"Washington","Racist Skinhead",2
2013,"Washington","Radical Traditional Catholicism",1
2013,"Washington","White Nationalist",2
2013,"West Virginia","Ku Klux Klan",2
2013,"West Virginia","Neo-Nazi",5
2013,"West Virginia","Racist Skinhead",1
2013,"West Virginia","White Nationalist",2
2013,"Wisconsin","Anti-LGBTQ",1
2013,"Wisconsin","General Hate",1
2013,"Wisconsin","Neo-Nazi",5
2013,"Wisconsin","Neo-Völkisch",1
2013,"Wisconsin","White Nationalist",2
2013,"Wyoming","Neo-Nazi",2
2014,"Alabama","Ku Klux Klan",5
2014,"Alabama","Neo-Confederate",3
2014,"Alabama","Neo-Nazi",1
2014,"Alabama","Racist Skinhead",3
2014,"Alabama","White Nationalist",5
2014,"Alabama",NA,1
2014,"Arizona","Anti-Immigrant",2
2014,"Arizona","Anti-LGBTQ",3
2014,"Arizona","General Hate",2
2014,"Arizona","Neo-Nazi",4
2014,"Arizona","Racist Skinhead",1
2014,"Arizona","White Nationalist",3
2014,"Arizona",NA,1
2014,"Arkansas","Christian Identity",3
2014,"Arkansas","General Hate",4
2014,"Arkansas","Hate Music",2
2014,"Arkansas","Ku Klux Klan",5
2014,"Arkansas","Neo-Confederate",1
2014,"Arkansas","Neo-Nazi",3
2014,"Arkansas","Racist Skinhead",1
2014,"Arkansas",NA,1
2014,"California","Anti-Immigrant",1
2014,"California","Anti-LGBTQ",5
2014,"California","Anti-Muslim",4
2014,"California","General Hate",12
2014,"California","Hate Music",1
2014,"California","Holocaust Denial",4
2014,"California","Neo-Confederate",1
2014,"California","Neo-Nazi",6
2014,"California","Racist Skinhead",10
2014,"California","Radical Traditional Catholicism",2
2014,"California","White Nationalist",6
2014,"California",NA,5
2014,"Colorado","Anti-LGBTQ",4
2014,"Colorado","Christian Identity",1
2014,"Colorado","General Hate",1
2014,"Colorado","Hate Music",1
2014,"Colorado","Ku Klux Klan",1
2014,"Colorado","Racist Skinhead",3
2014,"Colorado","White Nationalist",2
2014,"Colorado",NA,2
2014,"Connecticut","Neo-Nazi",3
2014,"Delaware","Neo-Nazi",2
2014,"Delaware","White Nationalist",1
2014,"Delaware",NA,1
2014,"District of Columbia","Anti-Immigrant",1
2014,"District of Columbia","Anti-LGBTQ",3
2014,"District of Columbia","Anti-Muslim",1
2014,"District of Columbia","General Hate",2
2014,"District of Columbia","Holocaust Denial",1
2014,"District of Columbia","Neo-Nazi",1
2014,"District of Columbia","White Nationalist",3
2014,"District of Columbia",NA,4
2014,"Florida","Anti-LGBTQ",3
2014,"Florida","Anti-Muslim",3
2014,"Florida","General Hate",4
2014,"Florida","Holocaust Denial",1
2014,"Florida","Ku Klux Klan",2
2014,"Florida","Neo-Confederate",2
2014,"Florida","Neo-Nazi",7
2014,"Florida","Racist Skinhead",10
2014,"Florida","Radical Traditional Catholicism",1
2014,"Florida","White Nationalist",6
2014,"Florida",NA,11
2014,"Georgia","Anti-LGBTQ",2
2014,"Georgia","Anti-Muslim",2
2014,"Georgia","Christian Identity",1
2014,"Georgia","General Hate",2
2014,"Georgia","Ku Klux Klan",2
2014,"Georgia","Neo-Confederate",2
2014,"Georgia","Neo-Nazi",5
2014,"Georgia","Racist Skinhead",2
2014,"Georgia","White Nationalist",5
2014,"Georgia",NA,5
2014,"Idaho","Christian Identity",1
2014,"Idaho","Holocaust Denial",2
2014,"Idaho","Neo-Confederate",1
2014,"Idaho","Neo-Nazi",3
2014,"Idaho","Racist Skinhead",1
2014,"Idaho","White Nationalist",2
2014,"Illinois","Anti-LGBTQ",4
2014,"Illinois","Christian Identity",2
2014,"Illinois","Ku Klux Klan",2
2014,"Illinois","Neo-Nazi",3
2014,"Illinois","Racist Skinhead",3
2014,"Illinois","White Nationalist",1
2014,"Illinois",NA,6
2014,"Indiana","Ku Klux Klan",4
2014,"Indiana","Neo-Nazi",1
2014,"Indiana","Neo-Völkisch",1
2014,"Indiana","Racist Skinhead",4
2014,"Indiana","Radical Traditional Catholicism",1
2014,"Indiana","White Nationalist",4
2014,"Indiana",NA,1
2014,"Iowa","Neo-Nazi",1
2014,"Iowa","Racist Skinhead",1
2014,"Kansas","Anti-LGBTQ",1
2014,"Kansas","Racist Skinhead",2
2014,"Kentucky","Christian Identity",2
2014,"Kentucky","Ku Klux Klan",4
2014,"Kentucky","Neo-Confederate",2
2014,"Kentucky","Neo-Nazi",3
2014,"Kentucky","Racist Skinhead",3
2014,"Kentucky","White Nationalist",1
2014,"Kentucky",NA,1
2014,"Louisiana","Christian Identity",1
2014,"Louisiana","Ku Klux Klan",2
2014,"Louisiana","Neo-Confederate",2
2014,"Louisiana","Neo-Nazi",4
2014,"Louisiana","Racist Skinhead",2
2014,"Louisiana","White Nationalist",2
2014,"Louisiana",NA,2
2014,"Maine","Ku Klux Klan",1
2014,"Maine","Neo-Nazi",1
2014,"Maryland","General Hate",1
2014,"Maryland","Hate Music",1
2014,"Maryland","Ku Klux Klan",2
2014,"Maryland","Neo-Confederate",2
2014,"Maryland","Neo-Nazi",3
2014,"Maryland","Racist Skinhead",2
2014,"Maryland","White Nationalist",2
2014,"Maryland",NA,2
2014,"Massachusetts","Anti-LGBTQ",2
2014,"Massachusetts","General Hate",1
2014,"Massachusetts","Neo-Nazi",1
2014,"Massachusetts","Racist Skinhead",2
2014,"Massachusetts","White Nationalist",4
2014,"Massachusetts",NA,3
2014,"Michigan","Anti-LGBTQ",1
2014,"Michigan","Christian Identity",1
2014,"Michigan","Hate Music",1
2014,"Michigan","Neo-Nazi",5
2014,"Michigan","Neo-Völkisch",1
2014,"Michigan","Racist Skinhead",1
2014,"Michigan","White Nationalist",3
2014,"Michigan",NA,2
2014,"Minnesota","Anti-LGBTQ",2
2014,"Minnesota","Christian Identity",1
2014,"Minnesota","Neo-Nazi",1
2014,"Minnesota","Racist Skinhead",2
2014,"Minnesota","Radical Traditional Catholicism",1
2014,"Minnesota",NA,1
2014,"Mississippi","Anti-LGBTQ",1
2014,"Mississippi","Ku Klux Klan",3
2014,"Mississippi","Neo-Confederate",3
2014,"Mississippi","Neo-Nazi",2
2014,"Mississippi","Racist Skinhead",1
2014,"Mississippi","White Nationalist",9
2014,"Mississippi",NA,3
2014,"Missouri","Christian Identity",2
2014,"Missouri","General Hate",1
2014,"Missouri","Ku Klux Klan",1
2014,"Missouri","Neo-Confederate",2
2014,"Missouri","Neo-Nazi",2
2014,"Missouri","Racist Skinhead",3
2014,"Missouri","White Nationalist",4
2014,"Missouri",NA,4
2014,"Montana","Ku Klux Klan",2
2014,"Montana","Neo-Nazi",2
2014,"Montana","White Nationalist",5
2014,"Nebraska","Christian Identity",1
2014,"Nebraska","Neo-Nazi",3
2014,"Nebraska","Racist Skinhead",2
2014,"Nebraska",NA,1
2014,"Nevada","General Hate",1
2014,"Nevada","Ku Klux Klan",1
2014,"Nevada","Neo-Nazi",2
2014,"Nevada","Racist Skinhead",1
2014,"Nevada","White Nationalist",1
2014,"New Hampshire","Neo-Nazi",2
2014,"New Hampshire","Racist Skinhead",2
2014,"New Hampshire","Radical Traditional Catholicism",2
2014,"New Jersey","Hate Music",1
2014,"New Jersey","Ku Klux Klan",1
2014,"New Jersey","Neo-Nazi",7
2014,"New Jersey","Racist Skinhead",22
2014,"New Jersey","White Nationalist",1
2014,"New Jersey",NA,8
2014,"New Mexico","Christian Identity",1
2014,"New Mexico","General Hate",2
2014,"New York","Anti-Immigrant",1
2014,"New York","Anti-LGBTQ",3
2014,"New York","Anti-Muslim",7
2014,"New York","General Hate",3
2014,"New York","Holocaust Denial",1
2014,"New York","Ku Klux Klan",1
2014,"New York","Neo-Nazi",5
2014,"New York","Racist Skinhead",2
2014,"New York","Radical Traditional Catholicism",3
2014,"New York","White Nationalist",9
2014,"New York",NA,9
2014,"North Carolina","Anti-Immigrant",1
2014,"North Carolina","Anti-LGBTQ",1
2014,"North Carolina","Anti-Muslim",1
2014,"North Carolina","Ku Klux Klan",4
2014,"North Carolina","Neo-Confederate",2
2014,"North Carolina","Neo-Nazi",3
2014,"North Carolina","Racist Skinhead",3
2014,"North Carolina","White Nationalist",1
2014,"North Carolina",NA,8
2014,"North Dakota","Neo-Nazi",1
2014,"North Dakota","White Nationalist",1
2014,"Ohio","Anti-LGBTQ",2
2014,"Ohio","Christian Identity",1
2014,"Ohio","General Hate",1
2014,"Ohio","Hate Music",1
2014,"Ohio","Ku Klux Klan",2
2014,"Ohio","Neo-Nazi",8
2014,"Ohio","Racist Skinhead",5
2014,"Ohio","Radical Traditional Catholicism",1
2014,"Ohio","White Nationalist",3
2014,"Ohio",NA,3
2014,"Oklahoma","Anti-LGBTQ",1
2014,"Oklahoma","General Hate",1
2014,"Oklahoma","Neo-Confederate",1
2014,"Oklahoma","Neo-Nazi",2
2014,"Oklahoma","Racist Skinhead",2
2014,"Oklahoma",NA,4
2014,"Oregon","General Hate",1
2014,"Oregon","Neo-Nazi",1
2014,"Oregon","Racist Skinhead",1
2014,"Oregon","White Nationalist",4
2014,"Oregon",NA,2
2014,"Pennsylvania","Anti-LGBTQ",1
2014,"Pennsylvania","Anti-Muslim",1
2014,"Pennsylvania","General Hate",2
2014,"Pennsylvania","Hate Music",1
2014,"Pennsylvania","Holocaust Denial",1
2014,"Pennsylvania","Ku Klux Klan",4
2014,"Pennsylvania","Neo-Nazi",4
2014,"Pennsylvania","Racist Skinhead",7
2014,"Pennsylvania","Radical Traditional Catholicism",3
2014,"Pennsylvania","White Nationalist",4
2014,"Pennsylvania",NA,10
2014,"Rhode Island","Neo-Nazi",1
2014,"South Carolina","Anti-Immigrant",1
2014,"South Carolina","Anti-LGBTQ",1
2014,"South Carolina","Ku Klux Klan",2
2014,"South Carolina","Neo-Confederate",6
2014,"South Carolina","Neo-Nazi",3
2014,"South Carolina","Racist Skinhead",1
2014,"South Carolina","White Nationalist",4
2014,"South Carolina",NA,1
2014,"South Dakota","General Hate",1
2014,"South Dakota","Neo-Nazi",2
2014,"South Dakota","Racist Skinhead",1
2014,"Tennessee","Anti-Muslim",3
2014,"Tennessee","General Hate",1
2014,"Tennessee","Ku Klux Klan",12
2014,"Tennessee","Neo-Confederate",3
2014,"Tennessee","Neo-Nazi",4
2014,"Tennessee","Racist Skinhead",1
2014,"Tennessee","White Nationalist",3
2014,"Tennessee",NA,2
2014,"Texas","Anti-LGBTQ",3
2014,"Texas","Christian Identity",1
2014,"Texas","General Hate",2
2014,"Texas","Hate Music",1
2014,"Texas","Holocaust Denial",1
2014,"Texas","Ku Klux Klan",5
2014,"Texas","Neo-Confederate",2
2014,"Texas","Neo-Nazi",7
2014,"Texas","Racist Skinhead",4
2014,"Texas","White Nationalist",4
2014,"Texas",NA,6
2014,"Utah","General Hate",1
2014,"Utah","Neo-Nazi",2
2014,"Utah","Racist Skinhead",1
2014,"Vermont","Neo-Nazi",3
2014,"Vermont","Racist Skinhead",1
2014,"Virginia","Anti-Immigrant",2
2014,"Virginia","Anti-LGBTQ",1
2014,"Virginia","Anti-Muslim",2
2014,"Virginia","Christian Identity",1
2014,"Virginia","Ku Klux Klan",1
2014,"Virginia","Neo-Confederate",2
2014,"Virginia","Neo-Nazi",5
2014,"Virginia","Racist Skinhead",4
2014,"Virginia","Radical Traditional Catholicism",2
2014,"Virginia","White Nationalist",4
2014,"Virginia",NA,2
2014,"Washington","Anti-Muslim",1
2014,"Washington","Christian Identity",1
2014,"Washington","Neo-Nazi",2
2014,"Washington","Racist Skinhead",2
2014,"Washington","Radical Traditional Catholicism",1
2014,"Washington","White Nationalist",3
2014,"West Virginia","Ku Klux Klan",3
2014,"West Virginia","Neo-Nazi",5
2014,"West Virginia","Racist Skinhead",1
2014,"West Virginia","White Nationalist",1
2014,"Wisconsin","Anti-LGBTQ",1
2014,"Wisconsin","General Hate",1
2014,"Wisconsin","Hate Music",1
2014,"Wisconsin","Neo-Nazi",4
2014,"Wisconsin","White Nationalist",2
2014,"Wisconsin",NA,1
2014,"Wyoming","Neo-Nazi",1
2015,"Alabama","Ku Klux Klan",9
2015,"Alabama","Neo-Confederate",3
2015,"Alabama","Neo-Nazi",1
2015,"Alabama","Racist Skinhead",2
2015,"Alabama","White Nationalist",3
2015,"Alabama",NA,4
2015,"Arizona","Anti-Immigrant",2
2015,"Arizona","Anti-LGBTQ",3
2015,"Arizona","General Hate",2
2015,"Arizona","Ku Klux Klan",2
2015,"Arizona","Neo-Nazi",2
2015,"Arizona","Racist Skinhead",2
2015,"Arizona","White Nationalist",3
2015,"Arizona",NA,2
2015,"Arkansas","Christian Identity",3
2015,"Arkansas","General Hate",4
2015,"Arkansas","Hate Music",2
2015,"Arkansas","Ku Klux Klan",8
2015,"Arkansas","Neo-Confederate",2
2015,"Arkansas","Neo-Nazi",1
2015,"Arkansas","Racist Skinhead",1
2015,"Arkansas",NA,1
2015,"California","Anti-Immigrant",2
2015,"California","Anti-LGBTQ",5
2015,"California","Anti-Muslim",7
2015,"California","General Hate",11
2015,"California","Holocaust Denial",4
2015,"California","Ku Klux Klan",3
2015,"California","Neo-Nazi",5
2015,"California","Neo-Völkisch",1
2015,"California","Racist Skinhead",10
2015,"California","Radical Traditional Catholicism",2
2015,"California","White Nationalist",6
2015,"California",NA,12
2015,"Colorado","Anti-Immigrant",1
2015,"Colorado","Anti-LGBTQ",5
2015,"Colorado","Christian Identity",1
2015,"Colorado","General Hate",1
2015,"Colorado","Hate Music",1
2015,"Colorado","Ku Klux Klan",1
2015,"Colorado","Neo-Nazi",1
2015,"Colorado","Neo-Völkisch",1
2015,"Colorado","Racist Skinhead",2
2015,"Colorado",NA,2
2015,"Connecticut","Ku Klux Klan",1
2015,"Connecticut","Neo-Nazi",1
2015,"Delaware","Ku Klux Klan",2
2015,"Delaware","Neo-Nazi",1
2015,"Delaware","White Nationalist",1
2015,"Delaware",NA,1
2015,"District of Columbia","Anti-Immigrant",1
2015,"District of Columbia","Anti-LGBTQ",3
2015,"District of Columbia","Anti-Muslim",2
2015,"District of Columbia","General Hate",3
2015,"District of Columbia","Holocaust Denial",1
2015,"District of Columbia","Ku Klux Klan",1
2015,"District of Columbia","White Nationalist",2
2015,"District of Columbia",NA,5
2015,"Florida","Anti-LGBTQ",3
2015,"Florida","Anti-Muslim",4
2015,"Florida","General Hate",3
2015,"Florida","Holocaust Denial",1
2015,"Florida","Ku Klux Klan",5
2015,"Florida","Neo-Confederate",2
2015,"Florida","Neo-Nazi",3
2015,"Florida","Neo-Völkisch",2
2015,"Florida","Racist Skinhead",7
2015,"Florida","Radical Traditional Catholicism",1
2015,"Florida","White Nationalist",5
2015,"Florida",NA,22
2015,"Georgia","Anti-LGBTQ",2
2015,"Georgia","Anti-Muslim",2
2015,"Georgia","Christian Identity",1
2015,"Georgia","General Hate",2
2015,"Georgia","Ku Klux Klan",4
2015,"Georgia","Neo-Confederate",2
2015,"Georgia","Neo-Nazi",4
2015,"Georgia","Racist Skinhead",4
2015,"Georgia","White Nationalist",4
2015,"Georgia",NA,14
2015,"Idaho","Christian Identity",1
2015,"Idaho","General Hate",1
2015,"Idaho","Holocaust Denial",2
2015,"Idaho","Neo-Nazi",1
2015,"Idaho","Racist Skinhead",2
2015,"Idaho","White Nationalist",1
2015,"Illinois","Anti-LGBTQ",4
2015,"Illinois","Christian Identity",2
2015,"Illinois","Hate Music",1
2015,"Illinois","Ku Klux Klan",3
2015,"Illinois","Neo-Nazi",2
2015,"Illinois","Racist Skinhead",3
2015,"Illinois",NA,8
2015,"Indiana","Anti-LGBTQ",1
2015,"Indiana","Ku Klux Klan",3
2015,"Indiana","Neo-Nazi",2
2015,"Indiana","Neo-Völkisch",1
2015,"Indiana","Racist Skinhead",4
2015,"Indiana","Radical Traditional Catholicism",1
2015,"Indiana","White Nationalist",2
2015,"Indiana",NA,2
2015,"Iowa","Ku Klux Klan",1
2015,"Iowa","Neo-Nazi",2
2015,"Iowa","Neo-Völkisch",1
2015,"Iowa","Racist Skinhead",1
2015,"Kansas","Anti-LGBTQ",1
2015,"Kansas","Neo-Völkisch",1
2015,"Kansas","Racist Skinhead",2
2015,"Kansas",NA,1
2015,"Kentucky","Christian Identity",2
2015,"Kentucky","Ku Klux Klan",4
2015,"Kentucky","Neo-Confederate",2
2015,"Kentucky","Neo-Nazi",2
2015,"Kentucky","Racist Skinhead",1
2015,"Kentucky",NA,2
2015,"Louisiana","Christian Identity",1
2015,"Louisiana","Ku Klux Klan",8
2015,"Louisiana","Neo-Confederate",2
2015,"Louisiana","Neo-Nazi",4
2015,"Louisiana","White Nationalist",1
2015,"Louisiana",NA,5
2015,"Maine","Ku Klux Klan",1
2015,"Maine","Neo-Nazi",1
2015,"Maryland","General Hate",1
2015,"Maryland","Hate Music",1
2015,"Maryland","Ku Klux Klan",2
2015,"Maryland","Neo-Confederate",2
2015,"Maryland","Neo-Nazi",1
2015,"Maryland","Racist Skinhead",2
2015,"Maryland","White Nationalist",3
2015,"Maryland",NA,3
2015,"Massachusetts","Anti-LGBTQ",2
